applicant_name,jamb_reg_number,utme_score,olevel_math,olevel_english,olevel_subject_1,olevel_grade_1,olevel_subject_2,olevel_grade_2,olevel_subject_3,olevel_grade_3,olevel_avg_score,course_applied,departmental_cutoff,outcome
Daniel Bello,202500910939CF,260,C4,C4,Mathematics,C5,Physics,B3,Further Mathematics,C5,3.2,Computer Science,200,QUALIFIED
Fatima Nzekwe,202512447174HJ,243,A1,C5,Biology,B3,Chemistry,C6,Further Mathematics,C5,3.6,Medicine and Surgery,280,BORDERLINE
Blessing Eze,202542717396EG,285,B3,C6,Biology,B3,Chemistry,A1,Further Mathematics,B3,4.0,Nursing Science,200,QUALIFIED
Tunde Musa,202541011947CF,183,B2,C4,Economics,C4,Commerce,C5,Further Mathematics,B2,3.4,Business Administration,180,QUALIFIED
Victor Nzekwe,202569087766CF,240,B2,C5,Economics,E8,Commerce,C5,Further Mathematics,B3,3.0,Business Administration,180,ALTERNATIVE_COURSE
Aisha Nzekwe,202555460158FG,216,B2,B3,Mathematics,C5,Economics,C6,Further Mathematics,B2,3.6,Economics,190,QUALIFIED
Solomon Ogundele,202534615717EG,286,C6,C6,Biology,B3,Chemistry,B2,Further Mathematics,C4,3.4,Medicine and Surgery,280,QUALIFIED
Aisha Ogundele,202547870050FG,181,A1,A1,Literature,F9,Government,B2,Further Mathematics,B3,3.6,Law,220,ALTERNATIVE_COURSE
Aisha Nwosu,202593102707CF,180,C4,B2,Mathematics,C5,Physics,C4,Further Mathematics,E8,2.8,Computer Science,200,ALTERNATIVE_COURSE
Amaka Ibrahim,202592911179EG,189,C5,B2,Mathematics,B2,Economics,A1,Further Mathematics,B3,4.0,Accounting,200,BORDERLINE
Victor Adeyemi,202598253092FG,135,C6,C4,Biology,C6,Chemistry,F9,Further Mathematics,C5,2.4,Medicine and Surgery,280,REJECTED
Tunde Bello,202590219620HJ,191,B2,B2,Biology,C4,Chemistry,C5,Further Mathematics,C4,3.4,Medicine and Surgery,280,BORDERLINE
Adaeze Musa,202572324876EG,183,A1,B2,Biology,A1,Chemistry,C5,Further Mathematics,D7,3.8,Medicine and Surgery,280,ALTERNATIVE_COURSE
Josephine Abubakar,202560833181FG,215,C5,A1,Literature,B2,Government,C4,Further Mathematics,E8,3.2,Law,220,ALTERNATIVE_COURSE
Amaka Anyanwu,202527722005FG,221,C4,C4,Mathematics,C5,Economics,B2,Further Mathematics,A1,3.6,Economics,190,QUALIFIED
Blessing Nzekwe,202582207811EG,275,C4,B3,Mathematics,C6,Economics,C6,Further Mathematics,A1,3.6,Accounting,200,QUALIFIED
Amaka Abubakar,202531363631HJ,243,C4,B3,Economics,B2,Commerce,C5,Further Mathematics,B3,3.6,Business Administration,180,QUALIFIED
Solomon Abubakar,202527354352CF,189,C4,D7,Mathematics,B2,Fine Art,E8,Further Mathematics,C4,2.6,Architecture,200,REJECTED
Victor Bello,202549292983CF,178,A1,B2,Mathematics,D7,Fine Art,C4,Further Mathematics,B2,3.6,Architecture,200,REJECTED
Daniel Okafor,202563356939EG,227,D7,C4,English Language,F9,Literature,C4,Further Mathematics,C6,2.2,Mass Communication,180,REJECTED
Kelvin Okafor,202568671773CF,163,D7,C4,Mathematics,A1,Fine Art,F9,Further Mathematics,C5,2.6,Architecture,200,REJECTED
Grace Ogundele,202510742799CF,274,C6,C5,Mathematics,C4,Economics,B2,Further Mathematics,B3,3.4,Economics,190,QUALIFIED
Tunde Musa,202501658046FG,251,C4,B2,Economics,C5,Commerce,B2,Further Mathematics,D7,3.2,Business Administration,180,ALTERNATIVE_COURSE
Blessing Chukwu,202550165790FG,193,C4,C6,Mathematics,C6,Fine Art,A1,Further Mathematics,D7,3.2,Architecture,200,ALTERNATIVE_COURSE
Victor Bello,202581793355FG,150,B2,C4,Biology,A1,Chemistry,C5,Further Mathematics,B2,3.8,Nursing Science,200,REJECTED
Kelvin Olawale,202517884795CF,257,C5,B3,Mathematics,A1,Economics,B3,Further Mathematics,C4,3.8,Economics,190,QUALIFIED
Chukwuemeka Adeyemi,202524127238CF,205,D7,C4,Mathematics,A1,Economics,D7,Further Mathematics,B3,3.2,Accounting,200,REJECTED
Emmanuel Eze,202531038569FG,253,C4,C5,Mathematics,E8,Physics,C4,Further Mathematics,C4,2.6,Civil Engineering,210,ALTERNATIVE_COURSE
Peter Nwosu,202542437540EG,154,C4,C5,Biology,C4,Chemistry,C4,Further Mathematics,C4,3.0,Nursing Science,200,REJECTED
Fatima Nwosu,202522310592HJ,189,B3,E8,Biology,C5,Chemistry,B2,Further Mathematics,C4,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Oluwaseun Abubakar,202578284106HJ,210,B3,B2,Mathematics,C5,Physics,C5,Further Mathematics,F9,2.8,Civil Engineering,210,ALTERNATIVE_COURSE
Kelvin Abubakar,202547492975CF,211,E8,E8,Literature,B2,Government,F9,Further Mathematics,C4,1.8,Law,220,REJECTED
Grace Ibrahim,202551509398EG,194,D7,B2,Economics,C4,Commerce,B3,Further Mathematics,C4,3.2,Business Administration,180,ALTERNATIVE_COURSE
Kelvin Okonkwo,202537599805HJ,231,B2,A1,Mathematics,C6,Physics,C5,Further Mathematics,E8,3.2,Civil Engineering,210,ALTERNATIVE_COURSE
Josephine Ibrahim,202581376742HJ,172,C5,C4,Literature,B3,Government,A1,Further Mathematics,B3,3.8,Law,220,REJECTED
Kelvin Abubakar,202519610646EG,205,B2,C4,English Language,A1,Literature,B2,Further Mathematics,C4,3.8,Mass Communication,180,QUALIFIED
Josephine Chukwu,202570494787EG,214,C4,C4,Mathematics,D7,Economics,B2,Further Mathematics,C6,3.0,Economics,190,ALTERNATIVE_COURSE
Amaka Ogundele,202546273014HJ,228,C6,B2,Mathematics,B3,Physics,C5,Further Mathematics,C5,3.4,Computer Science,200,QUALIFIED
Chioma Musa,202515890429CF,234,C4,B3,Biology,C4,Chemistry,C4,Further Mathematics,B3,3.4,Medicine and Surgery,280,BORDERLINE
Adaeze Ogundele,202550448183EG,170,B3,D7,Literature,B2,Government,B2,Further Mathematics,B3,3.6,Law,220,REJECTED
Josephine Eze,202551895202FG,156,C4,B2,Biology,B3,Chemistry,B3,Further Mathematics,C6,3.6,Medicine and Surgery,280,REJECTED
Kelvin Bello,202538988816HJ,254,C6,C4,Biology,E8,Chemistry,B2,Further Mathematics,B2,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Oluwaseun Olawale,202579852401EG,221,B2,B2,Biology,A1,Chemistry,B3,Further Mathematics,C5,4.0,Medicine and Surgery,280,BORDERLINE
Chukwuemeka Okonkwo,202511076031CF,183,D7,B2,Literature,B2,Government,B2,Further Mathematics,B2,3.6,Law,220,ALTERNATIVE_COURSE
Emmanuel Anyanwu,202511939325CF,264,C4,C4,Mathematics,D7,Economics,A1,Further Mathematics,B3,3.4,Economics,190,ALTERNATIVE_COURSE
Kelvin Anyanwu,202593891190EG,214,B2,C5,Biology,B3,Chemistry,C4,Further Mathematics,B3,3.6,Medicine and Surgery,280,BORDERLINE
Ibrahim Nzekwe,202587592712FG,251,E8,B2,Mathematics,C6,Economics,A1,Further Mathematics,C5,3.2,Accounting,200,ALTERNATIVE_COURSE
Tunde Adeyemi,202582754801FG,212,C4,C4,English Language,C4,Literature,C6,Further Mathematics,B3,3.2,Mass Communication,180,QUALIFIED
Tunde Bello,202586463175EG,282,B2,B3,Economics,C5,Commerce,B3,Further Mathematics,F9,3.0,Business Administration,180,ALTERNATIVE_COURSE
Chukwuemeka Adeyemi,202526691215EG,271,F9,C4,Mathematics,B2,Physics,C4,Further Mathematics,C5,2.6,Computer Science,200,ALTERNATIVE_COURSE
Chioma Eze,202599465796HJ,201,B2,C6,Biology,C4,Chemistry,B2,Further Mathematics,C4,3.4,Nursing Science,200,QUALIFIED
Oluwaseun Okafor,202510170269FG,244,B3,C6,Mathematics,B2,Economics,B3,Further Mathematics,C4,3.6,Economics,190,QUALIFIED
Chioma Anyanwu,202573477848FG,232,B3,C5,Literature,C6,Government,C5,Further Mathematics,C4,3.2,Law,220,QUALIFIED
Solomon Ibrahim,202556770028FG,257,C4,E8,Mathematics,A1,Economics,C4,Further Mathematics,D7,2.8,Economics,190,REJECTED
Chioma Ogundele,202588977828CF,176,C4,B2,Literature,C5,Government,C4,Further Mathematics,B2,3.4,Law,220,REJECTED
Josephine Abubakar,202500902559CF,234,B3,C4,English Language,B3,Literature,C5,Further Mathematics,C6,3.4,Mass Communication,180,QUALIFIED
Grace Bello,202534911415EG,247,B3,C4,Biology,F9,Chemistry,C4,Further Mathematics,A1,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Adaeze Eze,202507905696FG,148,C4,A1,Mathematics,C5,Physics,C4,Further Mathematics,C4,3.4,Computer Science,200,REJECTED
Victor Nwosu,202594563718EG,168,A1,C4,Mathematics,C5,Fine Art,B2,Further Mathematics,C4,3.6,Architecture,200,REJECTED
Chukwuemeka Musa,202591954198HJ,138,B3,B3,Mathematics,C4,Physics,C6,Further Mathematics,C5,3.4,Civil Engineering,210,REJECTED
Adaeze Ogundele,202585366498HJ,200,B2,C6,English Language,C5,Literature,B3,Further Mathematics,C6,3.4,Mass Communication,180,QUALIFIED
Ibrahim Ogundele,202574896908EG,235,B2,A1,Mathematics,C5,Economics,D7,Further Mathematics,C4,3.4,Economics,190,ALTERNATIVE_COURSE
Adaeze Abubakar,202513644249EG,262,C4,B2,Biology,C5,Chemistry,C6,Further Mathematics,C6,3.2,Nursing Science,200,QUALIFIED
Chioma Chukwu,202566032420FG,212,B2,B2,English Language,A1,Literature,C6,Further Mathematics,B3,4.0,Mass Communication,180,QUALIFIED
Emmanuel Okafor,202515941651HJ,267,C5,B2,Mathematics,D7,Physics,E8,Further Mathematics,C4,2.6,Civil Engineering,210,REJECTED
Peter Anyanwu,202584713915FG,161,B2,C4,Literature,C4,Government,B2,Further Mathematics,C5,3.4,Law,220,REJECTED
Amaka Nwosu,202534764907FG,150,C5,C6,Mathematics,C5,Fine Art,E8,Further Mathematics,B2,2.8,Architecture,200,REJECTED
Oluwaseun Abubakar,202575409003FG,208,B3,C4,Biology,C5,Chemistry,E8,Further Mathematics,D7,2.6,Medicine and Surgery,280,REJECTED
Aisha Olawale,202537606441EG,223,B3,C5,Mathematics,C5,Economics,D7,Further Mathematics,C5,3.0,Economics,190,ALTERNATIVE_COURSE
Adaeze Anyanwu,202504177656CF,208,B2,D7,Mathematics,D7,Physics,C5,Further Mathematics,D7,2.6,Civil Engineering,210,REJECTED
Victor Ibrahim,202500272063FG,137,C5,C4,Literature,B3,Government,C5,Further Mathematics,C6,3.2,Law,220,REJECTED
Oluwaseun Olawale,202596577242FG,206,C4,B2,Biology,B2,Chemistry,C5,Further Mathematics,C6,3.4,Nursing Science,200,QUALIFIED
Peter Bello,202500893173FG,164,B2,C4,Mathematics,B2,Physics,D7,Further Mathematics,E8,2.8,Civil Engineering,210,REJECTED
Fatima Adeleke,202510867713EG,233,A1,C5,Literature,C5,Government,B2,Further Mathematics,E8,3.2,Law,220,ALTERNATIVE_COURSE
Adaeze Olawale,202539343626EG,222,E8,C6,Mathematics,B3,Economics,C5,Further Mathematics,B3,3.0,Accounting,200,ALTERNATIVE_COURSE
Tunde Adeyemi,202507256366FG,177,B3,B3,Mathematics,C5,Physics,D7,Further Mathematics,B3,3.4,Computer Science,200,REJECTED
Funmilayo Ogundele,202590048964HJ,192,A1,A1,Biology,B3,Chemistry,B2,Further Mathematics,D7,4.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Chioma Nzekwe,202557215862FG,172,B2,D7,Biology,A1,Chemistry,B2,Further Mathematics,B2,3.8,Nursing Science,200,REJECTED
Ngozi Nzekwe,202564494856EG,207,B3,F9,Biology,C4,Chemistry,F9,Further Mathematics,B3,2.2,Medicine and Surgery,280,REJECTED
Tunde Okafor,202532032074EG,243,C5,C4,Biology,E8,Chemistry,C4,Further Mathematics,E8,2.2,Nursing Science,200,REJECTED
Aisha Ibrahim,202577121513FG,175,C4,F9,Economics,E8,Commerce,A1,Further Mathematics,B3,2.6,Business Administration,180,REJECTED
Ibrahim Adeleke,202508926137CF,227,C6,C5,Literature,C6,Government,C4,Further Mathematics,C5,3.0,Law,220,QUALIFIED
Amaka Olawale,202552017774CF,191,A1,C5,Biology,C5,Chemistry,B3,Further Mathematics,C4,3.6,Nursing Science,200,BORDERLINE
Peter Nwosu,202530450189HJ,182,E8,C5,Biology,E8,Chemistry,B3,Further Mathematics,C5,2.4,Nursing Science,200,REJECTED
Ibrahim Nwosu,202566421476FG,206,B3,B2,Biology,E8,Chemistry,D7,Further Mathematics,A1,3.2,Medicine and Surgery,280,REJECTED
Solomon Ibrahim,202549961659EG,173,B2,C5,Mathematics,C6,Fine Art,C4,Further Mathematics,C4,3.2,Architecture,200,REJECTED
Oluwaseun Nzekwe,202578814761HJ,190,C5,A1,English Language,C4,Literature,F9,Further Mathematics,C5,2.8,Mass Communication,180,ALTERNATIVE_COURSE
Josephine Adeleke,202508108186HJ,168,B2,B2,Mathematics,D7,Physics,C6,Further Mathematics,C4,3.2,Civil Engineering,210,REJECTED
Kelvin Okafor,202517226016FG,278,C4,C5,Biology,C6,Chemistry,B3,Further Mathematics,C4,3.2,Medicine and Surgery,280,BORDERLINE
Fatima Bello,202521941680CF,211,C4,C4,Biology,C5,Chemistry,C5,Further Mathematics,B3,3.2,Nursing Science,200,QUALIFIED
Funmilayo Musa,202574995641EG,185,B2,B2,English Language,C4,Literature,C5,Further Mathematics,D7,3.2,Mass Communication,180,ALTERNATIVE_COURSE
Ibrahim Ibrahim,202523683147EG,217,A1,B2,Literature,A1,Government,F9,Further Mathematics,D7,3.2,Law,220,REJECTED
Chioma Ibrahim,202507933496CF,206,C4,B2,Economics,D7,Commerce,C5,Further Mathematics,C4,3.0,Business Administration,180,ALTERNATIVE_COURSE
Peter Adeleke,202584076789HJ,202,A1,C5,Biology,C5,Chemistry,F9,Further Mathematics,C6,2.8,Nursing Science,200,ALTERNATIVE_COURSE
Adaeze Nzekwe,202571795760EG,231,C5,C4,Mathematics,C4,Economics,B3,Further Mathematics,A1,3.6,Accounting,200,QUALIFIED
Victor Nzekwe,202597246657EG,236,C5,C4,Mathematics,C4,Physics,C4,Further Mathematics,C4,3.0,Civil Engineering,210,QUALIFIED
Fatima Adeleke,202571674338CF,191,B2,C5,Mathematics,A1,Fine Art,C4,Further Mathematics,B2,3.8,Architecture,200,BORDERLINE
Kelvin Okafor,202515619318EG,189,B3,B3,Mathematics,C5,Physics,B2,Further Mathematics,D7,3.4,Computer Science,200,ALTERNATIVE_COURSE
Daniel Nzekwe,202528910771CF,200,B3,B3,Economics,B3,Commerce,A1,Further Mathematics,D7,3.8,Business Administration,180,ALTERNATIVE_COURSE
Fatima Ogundele,202513524787CF,129,C5,D7,Mathematics,B2,Fine Art,C4,Further Mathematics,C4,3.0,Architecture,200,REJECTED
Adaeze Anyanwu,202503754821FG,156,C5,B3,Literature,B2,Government,C6,Further Mathematics,C4,3.4,Law,220,REJECTED
Kelvin Okonkwo,202532666785CF,257,C5,C4,Biology,C5,Chemistry,B2,Further Mathematics,C6,3.2,Nursing Science,200,QUALIFIED
Victor Okonkwo,202526060290FG,267,B2,A1,Economics,C6,Commerce,E8,Further Mathematics,A1,3.6,Business Administration,180,ALTERNATIVE_COURSE
Ngozi Okafor,202548926738HJ,201,C4,C5,English Language,C4,Literature,B3,Further Mathematics,C5,3.2,Mass Communication,180,QUALIFIED
Blessing Chukwu,202556288431FG,230,D7,C6,Biology,C4,Chemistry,B2,Further Mathematics,B3,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Daniel Bello,202546810548FG,220,B3,C5,Mathematics,A1,Economics,D7,Further Mathematics,C4,3.4,Economics,190,ALTERNATIVE_COURSE
Tunde Abubakar,202539989354FG,317,A1,C5,Biology,B2,Chemistry,B3,Further Mathematics,C5,3.8,Medicine and Surgery,280,QUALIFIED
Peter Bello,202557126611CF,249,C5,C5,Mathematics,C4,Fine Art,B2,Further Mathematics,B3,3.4,Architecture,200,QUALIFIED
Peter Chukwu,202586497677HJ,205,D7,C4,English Language,C4,Literature,B3,Further Mathematics,C4,3.0,Mass Communication,180,ALTERNATIVE_COURSE
Kelvin Adeyemi,202537702851HJ,176,B2,B2,Literature,C5,Government,B2,Further Mathematics,C5,3.6,Law,220,REJECTED
Ngozi Eze,202547022960FG,153,B2,C4,Biology,A1,Chemistry,B2,Further Mathematics,B3,4.0,Medicine and Surgery,280,REJECTED
Blessing Okonkwo,202579497567EG,217,B2,C6,Mathematics,C4,Physics,B2,Further Mathematics,B3,3.6,Civil Engineering,210,QUALIFIED
Victor Adeyemi,202599663658CF,183,C4,C4,Literature,C4,Government,C4,Further Mathematics,D7,2.8,Law,220,ALTERNATIVE_COURSE
Josephine Chukwu,202518139890EG,160,C5,C5,Economics,D7,Commerce,C5,Further Mathematics,C4,2.8,Business Administration,180,REJECTED
Daniel Anyanwu,202533971895HJ,187,C4,A1,Economics,C5,Commerce,C4,Further Mathematics,E8,3.0,Business Administration,180,ALTERNATIVE_COURSE
Kelvin Abubakar,202564111824EG,172,A1,D7,Mathematics,A1,Fine Art,C4,Further Mathematics,C4,3.6,Architecture,200,REJECTED
Funmilayo Abubakar,202520046152HJ,269,B3,A1,Literature,B3,Government,C4,Further Mathematics,B2,4.0,Law,220,QUALIFIED
Funmilayo Adeleke,202537886140FG,240,B3,E8,Biology,D7,Chemistry,A1,Further Mathematics,B2,3.2,Nursing Science,200,REJECTED
Emmanuel Eze,202589138249HJ,209,C4,A1,Economics,A1,Commerce,C5,Further Mathematics,D7,3.6,Business Administration,180,ALTERNATIVE_COURSE
Fatima Anyanwu,202538687007FG,261,A1,C5,Economics,B2,Commerce,E8,Further Mathematics,B3,3.4,Business Administration,180,ALTERNATIVE_COURSE
Solomon Abubakar,202539840289CF,212,A1,E8,Literature,C4,Government,C4,Further Mathematics,C6,3.0,Law,220,ALTERNATIVE_COURSE
Adaeze Bello,202598554743FG,179,A1,C5,Mathematics,C6,Physics,C5,Further Mathematics,F9,2.8,Civil Engineering,210,REJECTED
Emmanuel Adeleke,202570026876CF,263,B2,E8,Biology,B3,Chemistry,D7,Further Mathematics,B2,3.0,Nursing Science,200,REJECTED
Solomon Olawale,202595620175EG,228,C4,D7,Biology,C6,Chemistry,C4,Further Mathematics,B2,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Ibrahim Adeyemi,202594337504HJ,173,A1,C5,Economics,C6,Commerce,C5,Further Mathematics,C5,3.4,Business Administration,180,REJECTED
Peter Chukwu,202572839992CF,203,B2,B2,Mathematics,C6,Fine Art,B3,Further Mathematics,D7,3.4,Architecture,200,ALTERNATIVE_COURSE
Kelvin Musa,202543089487CF,179,B2,A1,Mathematics,B3,Fine Art,C4,Further Mathematics,B2,4.0,Architecture,200,REJECTED
Adaeze Eze,202518775803CF,161,C5,E8,English Language,A1,Literature,E8,Further Mathematics,C4,2.6,Mass Communication,180,REJECTED
Peter Anyanwu,202503613325FG,242,D7,C4,Mathematics,B3,Physics,B3,Further Mathematics,B3,3.4,Civil Engineering,210,ALTERNATIVE_COURSE
Victor Olawale,202543173505EG,276,C5,A1,Biology,C4,Chemistry,C6,Further Mathematics,C4,3.4,Medicine and Surgery,280,BORDERLINE
Chukwuemeka Okafor,202506512070FG,161,C6,C5,Biology,C6,Chemistry,C5,Further Mathematics,C4,3.0,Medicine and Surgery,280,REJECTED
Solomon Okonkwo,202519639907HJ,229,C5,A1,Mathematics,C5,Fine Art,C4,Further Mathematics,B3,3.6,Architecture,200,QUALIFIED
Emmanuel Ibrahim,202585931109CF,187,C6,D7,Economics,C5,Commerce,B3,Further Mathematics,E8,2.6,Business Administration,180,REJECTED
Adaeze Ibrahim,202597232002FG,192,C6,B2,Mathematics,C4,Fine Art,C5,Further Mathematics,B3,3.4,Architecture,200,BORDERLINE
Oluwaseun Nwosu,202574954508EG,189,C4,E8,Mathematics,C6,Fine Art,B3,Further Mathematics,D7,2.6,Architecture,200,REJECTED
Ibrahim Ogundele,202531537795FG,179,B2,C6,Mathematics,C4,Physics,A1,Further Mathematics,B3,3.8,Computer Science,200,REJECTED
Chioma Bello,202503379337FG,211,B3,B3,Mathematics,B2,Fine Art,D7,Further Mathematics,D7,3.2,Architecture,200,REJECTED
Emmanuel Chukwu,202512473950CF,180,B2,B2,English Language,F9,Literature,B3,Further Mathematics,A1,3.4,Mass Communication,180,ALTERNATIVE_COURSE
Aisha Bello,202523024102HJ,219,B2,B2,Mathematics,D7,Economics,C5,Further Mathematics,B3,3.4,Accounting,200,ALTERNATIVE_COURSE
Fatima Chukwu,202596112233HJ,208,B3,B2,Biology,C4,Chemistry,B3,Further Mathematics,B3,3.8,Medicine and Surgery,280,BORDERLINE
Peter Bello,202584253042HJ,201,B3,C4,Biology,C5,Chemistry,E8,Further Mathematics,C6,2.8,Nursing Science,200,ALTERNATIVE_COURSE
Solomon Anyanwu,202585787255HJ,178,C5,C6,Mathematics,C6,Economics,C5,Further Mathematics,B2,3.2,Accounting,200,REJECTED
Ibrahim Bello,202537363466EG,189,C4,C4,Economics,C5,Commerce,C6,Further Mathematics,C5,3.0,Business Administration,180,QUALIFIED
Grace Adeleke,202507895677HJ,236,B3,A1,Biology,C6,Chemistry,B3,Further Mathematics,C4,3.8,Nursing Science,200,QUALIFIED
Daniel Ogundele,202515148881FG,227,B3,C4,English Language,B3,Literature,A1,Further Mathematics,C4,3.8,Mass Communication,180,QUALIFIED
Victor Eze,202544392840FG,175,A1,A1,Mathematics,A1,Economics,B2,Further Mathematics,B2,4.6,Accounting,200,REJECTED
Emmanuel Ibrahim,202582633373HJ,213,C6,C6,Mathematics,C4,Physics,C4,Further Mathematics,C4,3.0,Civil Engineering,210,QUALIFIED
Adaeze Bello,202577805292FG,236,B3,A1,Economics,C6,Commerce,C4,Further Mathematics,E8,3.2,Business Administration,180,ALTERNATIVE_COURSE
Solomon Anyanwu,202584590902EG,151,C4,C5,Mathematics,B3,Physics,B2,Further Mathematics,C4,3.4,Computer Science,200,REJECTED
Solomon Bello,202561863715HJ,229,C4,C6,Biology,D7,Chemistry,C4,Further Mathematics,B3,3.0,Nursing Science,200,ALTERNATIVE_COURSE
Chioma Okafor,202523164334CF,186,A1,B2,Mathematics,C4,Physics,A1,Further Mathematics,C5,4.0,Civil Engineering,210,BORDERLINE
Fatima Adeyemi,202528671632EG,229,A1,C4,Economics,B2,Commerce,D7,Further Mathematics,C4,3.4,Business Administration,180,ALTERNATIVE_COURSE
Peter Bello,202587430271HJ,183,C4,C5,Mathematics,C4,Physics,C5,Further Mathematics,E8,2.6,Civil Engineering,210,ALTERNATIVE_COURSE
Peter Okafor,202514754692HJ,146,C6,C4,Mathematics,D7,Fine Art,D7,Further Mathematics,C4,2.6,Architecture,200,REJECTED
Peter Adeyemi,202560324841EG,153,B2,C5,Mathematics,C4,Economics,B3,Further Mathematics,C5,3.4,Accounting,200,REJECTED
Kelvin Anyanwu,202556724380HJ,211,C4,C6,Economics,B2,Commerce,B3,Further Mathematics,C6,3.4,Business Administration,180,QUALIFIED
Ibrahim Okonkwo,202500412577HJ,219,A1,C5,Mathematics,C5,Physics,B3,Further Mathematics,C5,3.6,Computer Science,200,QUALIFIED
Daniel Olawale,202522091241HJ,178,A1,C5,Biology,C5,Chemistry,C4,Further Mathematics,C4,3.4,Medicine and Surgery,280,REJECTED
Ibrahim Musa,202508370816FG,232,A1,C6,Literature,C5,Government,B2,Further Mathematics,B3,3.8,Law,220,QUALIFIED
Ngozi Nzekwe,202533106005EG,151,A1,A1,Economics,C6,Commerce,C6,Further Mathematics,E8,3.4,Business Administration,180,REJECTED
Fatima Okafor,202568155839EG,207,B2,D7,Biology,C6,Chemistry,C6,Further Mathematics,B2,3.2,Medicine and Surgery,280,ALTERNATIVE_COURSE
Emmanuel Okonkwo,202550637314FG,167,B3,C4,Mathematics,B2,Economics,B2,Further Mathematics,B3,3.8,Economics,190,REJECTED
Amaka Musa,202589241956EG,187,A1,B2,Mathematics,B3,Physics,C4,Further Mathematics,F9,3.2,Computer Science,200,ALTERNATIVE_COURSE
Chukwuemeka Abubakar,202509976838CF,211,B2,C6,Biology,C5,Chemistry,F9,Further Mathematics,C5,2.6,Nursing Science,200,ALTERNATIVE_COURSE
Grace Adeleke,202510257432HJ,179,A1,C6,Mathematics,B2,Economics,B2,Further Mathematics,C4,3.8,Accounting,200,REJECTED
Victor Nwosu,202545086403FG,196,C5,B2,Mathematics,C5,Economics,F9,Further Mathematics,C4,2.6,Accounting,200,ALTERNATIVE_COURSE
Grace Adeleke,202568527017CF,245,B2,C4,Biology,D7,Chemistry,C5,Further Mathematics,B2,3.2,Nursing Science,200,ALTERNATIVE_COURSE
Aisha Olawale,202533816742EG,189,A1,F9,Mathematics,E8,Economics,B2,Further Mathematics,B2,2.8,Accounting,200,REJECTED
Ibrahim Eze,202571566277HJ,239,C4,C5,Mathematics,B3,Economics,C4,Further Mathematics,E8,2.8,Accounting,200,ALTERNATIVE_COURSE
Solomon Okonkwo,202514982824HJ,170,C5,C4,Mathematics,B2,Economics,E8,Further Mathematics,C4,2.8,Economics,190,REJECTED
Chioma Bello,202523008576HJ,228,B3,B3,Economics,C4,Commerce,C4,Further Mathematics,B3,3.6,Business Administration,180,QUALIFIED
Adaeze Nzekwe,202501692364FG,260,F9,B3,English Language,C4,Literature,C5,Further Mathematics,C4,2.6,Mass Communication,180,ALTERNATIVE_COURSE
Adaeze Musa,202533705024HJ,123,C5,C5,Mathematics,B3,Economics,A1,Further Mathematics,B3,3.8,Economics,190,REJECTED
Chukwuemeka Ogundele,202566918362HJ,182,B3,C5,Literature,E8,Government,C6,Further Mathematics,A1,3.2,Law,220,ALTERNATIVE_COURSE
Adaeze Anyanwu,202511952436FG,230,C5,C4,Mathematics,C4,Physics,D7,Further Mathematics,C4,2.8,Civil Engineering,210,ALTERNATIVE_COURSE
Kelvin Okonkwo,202546225223HJ,202,F9,C6,Mathematics,A1,Physics,A1,Further Mathematics,C5,3.2,Computer Science,200,ALTERNATIVE_COURSE
Fatima Anyanwu,202534679121FG,222,C4,B2,Literature,C4,Government,B2,Further Mathematics,B2,3.6,Law,220,QUALIFIED
Amaka Okafor,202504090138CF,188,B3,B3,Biology,B3,Chemistry,C4,Further Mathematics,C4,3.6,Medicine and Surgery,280,BORDERLINE
Victor Adeleke,202565555356HJ,213,C5,F9,English Language,C6,Literature,E8,Further Mathematics,C4,2.0,Mass Communication,180,REJECTED
Solomon Musa,202520918435HJ,204,A1,B3,Mathematics,B3,Fine Art,B2,Further Mathematics,C4,4.0,Architecture,200,QUALIFIED
Victor Okafor,202550573976CF,250,C5,D7,Mathematics,C4,Fine Art,C5,Further Mathematics,A1,3.2,Architecture,200,ALTERNATIVE_COURSE
Amaka Musa,202564932898CF,218,C4,E8,Biology,E8,Chemistry,F9,Further Mathematics,D7,1.4,Nursing Science,200,REJECTED
Tunde Nwosu,202571783332CF,221,C4,A1,Literature,C6,Government,F9,Further Mathematics,F9,2.2,Law,220,REJECTED
Daniel Bello,202547128715EG,195,C4,C5,Biology,B2,Chemistry,E8,Further Mathematics,D7,2.6,Medicine and Surgery,280,REJECTED
Solomon Ogundele,202586334141CF,192,C6,C5,Mathematics,C5,Fine Art,B3,Further Mathematics,C5,3.2,Architecture,200,BORDERLINE
Oluwaseun Olawale,202556904098EG,194,B3,C4,Biology,B2,Chemistry,E8,Further Mathematics,C4,3.0,Medicine and Surgery,280,ALTERNATIVE_COURSE
Kelvin Ogundele,202599316087FG,223,F9,B3,English Language,B3,Literature,C5,Further Mathematics,C6,2.8,Mass Communication,180,ALTERNATIVE_COURSE
